Trade Date,Transaction Type,Symbol,Shares,Share Price,Principal Amount,Commission Fees,Net Amount,Accrued Interest,,Acct,Open Daysout,Expiry Date,Expiry Daysout,Open Action,Open CommsnOpen Date,Contracts,Open Fee / Share,Open Root Price,Option Type,Root,Strike Price,Open Xtn Type,Open IV,Open POW,ARR BE Close Fee,ARR BE Profit,Cur Price % Chg,Cur Root Price,Open % Fee,Open % OTM,Open ARR,Strike v Cur Root Price,Open Net Proceeds,Cash at Risk,Stock $ at Risk,Close Fee / Share,Close Date,Close Root Price,Close Net Proceeds,Close Daysout,Close Commsn,Close Xtn Type,Close ARR,Assigned ARR
11/02/2022,Buy to close,DVN221104C00070000,2.0,0.22,-44.0,2.0,-46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Sell to open,IPI221216P00036000,-2.0,1.3,260.0,2.0,257.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Buy to close,MRNA221202P00129000,1.0,3.55,-355.0,1.0,-356.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Sell to open,MRNA221202P00137000,-1.0,5.2,520.0,1.0,518.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Buy to close,OKTA221125C00062000,5.0,0.65,-325.0,5.0,-330.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Sell to open,OKTA221202P00046000,-2.0,2.1,420.0,2.0,417.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Buy to close,ON221118C00070000,1.0,0.45,-45.0,1.0,-46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2022,Sell to open,WSM221118P00110000,-1.0,2.6,260.0,1.0,258.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2022,Sell to open,DAC230120P00055000,-2.0,4.4,880.0,2.0,877.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2022,Sell to open,FLNG230217P00029500,-2.0,2.75,550.0,2.0,547.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2022,Sell to open,LRCX221209C00450000,-2.0,11.85,2370.0,2.0,2367.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,Sell to open,BIIB221118P00255000,-1.0,4.5,450.0,1.0,448.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,Buy to close,CF221111P00093000,1.0,0.8,-80.0,1.0,-81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,Sell to open,DVN230120P00085000,-2.0,11.95,2390.0,2.0,2387.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,Sell to open,OKTA221202C00065000,-5.0,2.3,1150.0,5.0,1144.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,Sell to open,SNOW221209P00130000,-2.0,5.0,1000.0,2.0,997.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2022,Buy to close,XOM221216P00105000,2.0,2.71,-542.0,2.0,-544.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Sell to open,BIIB221216P00250000,-1.0,7.9,790.0,1.0,788.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Buy to close,CF221111P00096000,1.0,1.1,-110.0,1.0,-111.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Sell to open,CF221111P00100000,-1.0,2.4,240.0,1.0,238.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Sell to open,CF221202P00093000,-1.0,2.25,225.0,1.0,223.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Assignment,DDOG221028P00085000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Assignment,DVN221028C00066000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Sell to open,DVN221202P00071000,-5.0,2.85,1425.0,5.0,1419.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Buy to close,MRNA221118P00120000,1.0,2.15,-215.0,1.0,-216.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,Assignment,MSFT221028P00240000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2022,Sell to open,AVGO221216C00500000,-1.0,10.4,1040.0,1.0,1038.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2022,Buy to close,CAT221125P00170000,1.0,0.47,-47.0,1.0,-48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2022,Sell to open,DVN221202P00073000,-3.0,2.55,765.0,3.0,761.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2022,Sell to open,LRCX221202P00355000,-1.0,10.95,1095.0,1.0,1093.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2022,Sell to open,MRNA221202P00129000,-1.0,5.95,595.0,1.0,593.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2022,Buy to close,DVN221125P00063000,2.0,0.7,-140.0,2.0,-142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2022,Sell to open,DVN221125P00069000,-3.0,1.5899999999999999,477.0,3.0,473.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2022,Buy to close,FLNG221216P00029500,3.0,1.4,-420.0,3.0,-423.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2022,Buy to close,LRCX221028P00355000,1.0,0.65,-65.0,1.0,-66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2022,Buy to close,MA221028P00285000,2.0,0.35,-70.0,2.0,-72.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Sell to open,CRWD221202C00180000,-1.0,6.2,620.0,1.0,618.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Buy to close,DHI221104P00066000,3.0,0.45,-135.0,3.0,-138.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Sell to open,DVN221202P00069000,-2.0,2.6,520.0,2.0,517.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Buy to close,MA221111P00280000,1.0,2.45,-245.0,1.0,-246.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Sell to open,MGA221118C00057500,-1.0,0.96,96.0,1.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Sell to open,MPW221216P00010000,-10.0,0.95,950.0,10.0,939.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Buy to close,MSFT221111P00220000,2.0,1.65,-330.0,2.0,-332.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Sell to open,PII221216C00105000,-1.0,2.35,235.0,1.0,233.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Buy to close,SNOW221118P00150000,1.0,3.3,-330.0,1.0,-331.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2022,Sell to open,WSM221216C00135000,-2.0,5.0,1000.0,2.0,997.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,AIG221118C00057500,-2.0,1.01,202.0,2.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Buy to close,DVN221111P00063000,2.0,0.58,-116.0,2.0,-118.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Buy to close,FYBR221118C00025000,1.0,0.3,-30.0,1.0,-31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Buy to close,FYBR221118C00025000,15.0,0.35,-525.0,15.0,-540.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,FYBR221216C00025000,-16.0,0.55,880.0,16.0,863.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Buy to close,JPM221104P00100000,2.0,0.05,-10.0,2.0,-12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,NVDA221125C00140000,-1.0,4.15,415.0,1.0,413.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,OKTA221125C00062000,-5.0,1.8,900.0,5.0,894.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,QCOM221216P00105000,-1.0,4.75,475.0,1.0,473.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,SNOW221202P00150000,-1.0,8.1,810.0,1.0,808.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,WSM221118C00130000,-4.0,2.6,1040.0,4.0,1035.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,Sell to open,XOM221125C00112000,-2.0,2.12,424.0,2.0,421.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Assignment,ARNC221021P00023000,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,ARNC221118C00023000,-3.0,0.65,195.0,3.0,192.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Assignment,AVGO221021P00500000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,AVGO221125C00470000,-1.0,9.4,940.0,1.0,938.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,AVGO221125C00480000,-2.0,8.3,1660.0,2.0,1657.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Assignment,BIIB221021C00245000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Assignment,BNTX221021P00150000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Buy to close,CF221104P00089000,1.0,0.65,-65.0,1.0,-66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,CRWD221202C00175000,-1.0,4.5,450.0,1.0,448.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Buy to close,DVN221104P00065000,2.0,0.65,-130.0,2.0,-132.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,IPI221118C00048000,-2.0,2.7,540.0,2.0,537.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,MRNA221202C00150000,-2.0,5.19,1038.0,2.0,1035.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Buy to close,MU221021P00055000,1.0,0.1,-10.0,1.0,-11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,NRG221118C00044000,-3.0,0.85,255.0,3.0,251.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Sell to open,ON221118C00070000,-1.0,2.55,255.0,1.0,253.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Buy to close,RTX221028P00081000,1.0,0.2,-20.0,1.0,-21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Expired,SNOW221021P00175000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Assignment,WSM221021P00130000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022,Assignment,WSM221021P00140000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Buy to close,CAT221111P00165000,2.0,1.75,-350.0,2.0,-352.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Sell to open,CF221125C00111000,-1.0,4.5,450.0,1.0,448.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Sell to open,DDOG221216C00095000,-2.0,6.1,1220.0,2.0,1217.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Buy to close,ET221111P00010000,15.0,0.09,-135.0,15.0,-150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Sell to open,EXPE221125C00106000,-1.0,3.95,395.0,1.0,393.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Buy to close,GOOGL221021P00098000,1.0,0.25,-25.0,1.0,-26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Buy to close,MSFT221104P00215000,1.0,1.45,-145.0,1.0,-146.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Sell to open,MSFT221216P00225000,-1.0,7.6,760.0,1.0,758.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Buy to close,WSM221118C00135000,1.0,1.85,-185.0,1.0,-186.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022,Buy to close,WSM221118C00140000,3.0,1.2,-360.0,3.0,-363.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022,Assignment,AVGO221021P00480000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022,Sell to open,DAC221216P00060000,-3.0,6.7,2010.0,3.0,2006.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022,Sell to open,FLNG221216P00029500,-3.0,2.65,795.0,3.0,791.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022,Sell to open,GSL221118P00017500,-3.0,1.45,435.0,3.0,431.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022,Assignment,PII221021P00105000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Buy to close,CAT221111P00155000,2.0,0.95,-190.0,2.0,-192.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Sell to open,CAT221125P00170000,-1.0,4.5,450.0,1.0,448.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Sell to open,CF221111P00093000,-1.0,2.75,275.0,1.0,273.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Sell to open,DDOG221125P00072000,-1.0,3.9,390.0,1.0,388.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Sell to open,DVN221125P00063000,-2.0,2.52,504.0,2.0,501.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Sell to open,QCOM221118P00105000,-1.0,4.36,436.0,1.0,434.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,Sell to open,SNOW221125P00155000,-1.0,8.5,850.0,1.0,848.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Sell to open,AMZN221111P00103000,-1.0,2.82,282.0,1.0,280.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Buy to close,CF221104C00115000,1.0,0.85,-85.0,1.0,-86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Buy to close,CRWD221118C00190000,2.0,1.38,-276.0,2.0,-278.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Buy to close,DDOG221028C00106000,1.0,0.1,-10.0,1.0,-11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Sell to open,DVN221111P00063000,-2.0,1.87,374.0,2.0,371.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Buy to close,FYBR221021C00025000,16.0,0.1,-160.0,16.0,-176.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Sell to open,FYBR221118C00025000,-16.0,0.81,1296.0,16.0,1279.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Sell to open,GOOGL221111P00094000,-2.0,2.49,498.0,2.0,495.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Sell to open,MA221111P00280000,-1.0,6.8,680.0,1.0,678.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Sell to open,MRNA221118P00120000,-1.0,4.85,485.0,1.0,483.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,Buy to close,SBLK221118C00024000,5.0,0.25,-125.0,5.0,-130.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Assignment,AVGO221014P00465000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Expired,JPM221014P00109000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Expired,JPM221014P00110000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Expired,JPM221014P00111000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Expired,MU221014P00050000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Assignment,OKTA221014P00058000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,Assignment,UNP221014P00205000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2022,Buy to close,DVN221014P00067000,2.0,0.2,-40.0,2.0,-42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2022,Assignment,LRCX221021P00460000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2022,Buy to close,AMD221028C00071000,3.0,0.19,-57.0,3.0,-60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
