Trade Date,Transaction Type,Symbol,Shares,Share Price,Principal Amount,Commission Fees,Net Amount,Accrued Interest,,Acct,Open Daysout,Expiry Date,Expiry Daysout,Open Action,Open CommsnOpen Date,Contracts,Open Fee / Share,Open Root Price,Option Type,Root,Strike Price,Open Xtn Type,Open IV,Open POW,ARR BE Close Fee,ARR BE Profit,Cur Price % Chg,Cur Root Price,Open % Fee,Open % OTM,Open ARR,Strike v Cur Root Price,Open Net Proceeds,Cash at Risk,Stock $ at Risk,Close Fee / Share,Close Date,Close Root Price,Close Net Proceeds,Close Daysout,Close Commsn,Close Xtn Type,Close ARR,Assigned ARR
10/11/2022,Sell to open,ATCO221118C00015000,-10.0,0.25,250.0,10.0,239.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2022,Buy to close,DVN221104P00058000,2.0,1.09,-218.0,2.0,-220.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2022,Sell to open,BIIB221125P00230000,-1.0,5.9,590.0,1.0,588.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2022,Sell to open,CF221111P00096000,-1.0,3.1,310.0,1.0,308.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2022,Sell to open,DVN221104P00065000,-2.0,2.15,430.0,2.0,427.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2022,Sell to open,MSFT221104P00215000,-1.0,4.63,463.0,1.0,461.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Sell to open,CF221104C00115000,-1.0,2.9,290.0,1.0,288.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Sell to open,CRM221118C00165000,-2.0,3.8,760.0,2.0,757.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Sell to open,CRWD221118C00190000,-2.0,5.95,1190.0,2.0,1187.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Sell to open,IRM221118C00050000,-2.0,1.05,210.0,2.0,208.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Sell to open,WSM221118C00135000,-1.0,4.3,430.0,1.0,428.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Sell to open,WSM221118C00140000,-3.0,3.2,960.0,3.0,956.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Assignment,AIG221007P00052000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2022,Assignment,AVGO221007P00485000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2022,Sell to open,DVN230120P00075000,-5.0,10.5,5250.0,5.0,5244.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2022,Sell to open,ET230120P00015000,-5.0,3.7199999999999998,1860.0,5.0,1854.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2022,Sell to open,XOM221216P00105000,-3.0,8.6,2580.0,3.0,2576.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Sell to open,AVGO221104P00450000,-1.0,10.8,1080.0,1.0,1078.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Sell to open,CAT221111P00165000,-2.0,4.5,900.0,2.0,897.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Buy to close,DHI221028P00064000,1.0,0.78,-78.0,1.0,-79.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Sell to open,DHI221104P00066000,-3.0,1.5,450.0,3.0,446.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Buy to close,DVN221007P00066000,1.0,0.43,-43.0,1.0,-44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Buy to close,DVN221014P00061000,2.0,0.35,-70.0,2.0,-72.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Buy to close,DVN221028P00057000,2.0,0.59,-118.0,2.0,-120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Sell to open,LRCX221028P00355000,-1.0,9.9,990.0,1.0,988.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Sell to open,MA221028P00285000,-2.0,5.5,1100.0,2.0,1097.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Buy to close,XOM221021P00087500,1.0,0.6,-60.0,1.0,-61.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2022,Buy to close,ZIM221014C00037000,4.0,0.05,-20.0,4.0,-24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2022,Buy to close,CF221007P00096000,1.0,0.3,-30.0,1.0,-31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,CAT221111P00155000,-2.0,3.85,770.0,2.0,767.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,CF221104P00089000,-1.0,2.7,270.0,1.0,268.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,DHI221028P00064000,-1.0,1.3,130.0,1.0,129.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Buy to close,DVN221007P00063000,1.0,0.65,-65.0,1.0,-66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,DVN221104P00058000,-2.0,1.9,380.0,2.0,377.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,ET221111P00010000,-15.0,0.29,435.0,15.0,419.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,JPM221104P00100000,-2.0,2.3,460.0,2.0,457.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,MSFT221111P00220000,-2.0,4.85,970.0,2.0,967.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2022,Sell to open,SNOW221118P00150000,-1.0,8.1,810.0,1.0,808.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Assignment,AMD221007P00079000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Sell to open,AMD221028C00071000,-3.0,1.56,468.0,3.0,464.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Assignment,CF220930P00097000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Assignment,DDOG220930P00095000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Assignment,DVN220930P00065000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Sell to open,DVN221104C00070000,-2.0,1.47,294.0,2.0,291.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Sell to open,FYBR221021C00025000,-16.0,0.45,720.0,16.0,703.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Buy to close,MU220930P00052000,1.0,0.55,-55.0,1.0,-56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Assignment,MU220930P00053000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Sell to open,MU221118C00057500,-5.0,1.16,580.0,5.0,574.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Buy to close,ON220930P00062000,2.0,0.1,-20.0,2.0,-22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Assignment,ON220930P00069000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2022,Buy to close,SNOW220930P00175000,2.0,1.3,-260.0,2.0,-262.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2022,Buy to close,IRM221021C00050000,2.0,0.2,-40.0,2.0,-42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/2022,Buy to close,WSM221118C00150000,1.0,2.2,-220.0,1.0,-221.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2022,Buy to close,BIIB221007P00190000,1.0,0.1,-10.0,1.0,-11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2022,Buy to close,BIIB221014P00185000,1.0,0.15,-15.0,1.0,-16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2022,Buy to close,BIIB221021P00190000,1.0,1.5,-150.0,1.0,-151.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/2022,Buy to close,BIIB221021P00195000,1.0,1.5,-150.0,1.0,-151.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2022,Assignment,AMD220930P00085000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Assignment,CRWD220923P00180000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Assignment,DVN220923P00068000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Sell to open,DVN221028C00066000,-2.0,1.44,288.0,2.0,285.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,DVN221028C00078000,2.0,0.28,-56.0,2.0,-58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,MU221007C00061000,3.0,0.13,-39.0,3.0,-42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,MU221014C00056000,7.0,0.75,-525.0,7.0,-532.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Assignment,OKTA220923P00085000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,OKTA221021C00070000,5.0,0.41,-205.0,5.0,-210.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,WSM221021C00160000,2.0,0.4,-80.0,2.0,-82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,WSM221021C00165000,1.0,0.3,-30.0,1.0,-31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/23/2022,Buy to close,XOM221021C00097500,2.0,0.68,-136.0,2.0,-138.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/22/2022,Assignment,AMD220930P00091000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/22/2022,Assignment,EXPE220923P00106000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/21/2022,Assignment,AMD220923P00086000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/21/2022,Assignment,CRM220923P00175000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/21/2022,Buy to close,DDOG220923P00095000,1.0,1.25,-125.0,1.0,-126.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/21/2022,Assignment,MRNA220923P00155000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/21/2022,Assignment,OKTA220930P00091000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2022,Sell to open,AVGO221014P00465000,-1.0,9.1,910.0,1.0,908.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2022,Sell to open,DDOG221028C00106000,-1.0,4.0,400.0,1.0,398.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2022,Sell to open,DVN221028P00057000,-2.0,1.81,362.0,2.0,359.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2022,Sell to open,MU221014C00056000,-7.0,1.02,714.0,7.0,706.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2022,Sell to open,OKTA221021C00070000,-5.0,1.17,585.0,5.0,579.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2022,Sell to open,WSM221118C00150000,-1.0,4.5,450.0,1.0,448.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,ARNC220916P00025000,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,DDOG220916P00103000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Sell to open,DVN221014P00061000,-2.0,2.05,410.0,2.0,407.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Expired,FYBR220916C00030000,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,GOOGL220916P00110750,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,IPI220916P00050000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Sell to open,JPM221014P00110000,-1.0,2.4,240.0,1.0,238.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,MRNA220916P00160000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,NVDA220916P00170000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,OKTA220916P00088000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/16/2022,Assignment,WSM220916P00145000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/15/2022,Buy to close,FSR220923P00008000,7.0,0.08,-56.0,7.0,-63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/15/2022,Buy to close,FSR220930P00007500,15.0,0.11,-165.0,15.0,-180.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/15/2022,Assignment,OKTA220923P00091000,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,ARNC221021P00023000,-3.0,0.8,240.0,3.0,236.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,DDOG221028P00085000,-1.0,3.9,390.0,1.0,388.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,DVN221014P00067000,-2.0,2.05,410.0,2.0,407.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,GOOGL221021P00098000,-1.0,2.19,219.0,1.0,217.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,JPM221014P00109000,-1.0,2.12,212.0,1.0,211.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Buy to close,LYB221021C00090000,5.0,0.55,-275.0,5.0,-280.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Assignment,OKTA220930P00091000,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,RTX221028P00081000,-1.0,1.48,148.0,1.0,147.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Buy to close,SNOW220930P00170000,1.0,2.6,-260.0,1.0,-261.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/14/2022,Sell to open,UNP221014P00205000,-1.0,3.4,340.0,1.0,338.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2022,Sell to open,AVGO221021P00480000,-1.0,12.1,1210.0,1.0,1208.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2022,Sell to open,DVN221028C00078000,-2.0,2.1,420.0,2.0,417.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2022,Sell to open,JPM221014P00111000,-1.0,2.59,259.0,1.0,257.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2022,Sell to open,MSFT221028P00240000,-1.0,5.8,580.0,1.0,578.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2022,Sell to open,SBLK221118C00024000,-5.0,0.9,450.0,5.0,444.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2022,Sell to open,ZIM221014C00037000,-4.0,1.4,560.0,4.0,555.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Sell to open,BIIB221007P00190000,-1.0,6.9,690.0,1.0,688.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Sell to open,BIIB221021C00245000,-1.0,12.6,1260.0,1.0,1258.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Buy to close,DVN220923P00066000,1.0,0.9,-90.0,1.0,-91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Buy to close,DVN220930P00065000,8.0,1.15,-920.0,8.0,-928.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Buy to close,MRNA220916P00155000,1.0,12.0,-1200.0,1.0,-1201.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Buy to close,MU221014P00050000,1.0,0.89,-89.0,1.0,-90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Sell to open,OKTA221014P00058000,-1.0,2.27,227.0,1.0,225.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Sell to open,SNOW221021P00175000,-1.0,7.9,790.0,1.0,788.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2022,Sell to open,WSM221021P00140000,-1.0,4.3,430.0,1.0,428.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
